horizon,fold,model,selected_model,attribution_role,feature,mae_increase,repeat_std,scored_rows
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_4_std,0.13242805276010028,0.006883013245700595,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_16_mean,0.3306559537292513,0.027390242011360123,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_16_max,0.19528020548973343,0.004341969171084133,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_16_std,0.1895500001081786,0.012013430582721559,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_96_mean,0.07211761319150127,0.005571391357777664,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_96_max,0.05788190347764566,0.0014916329493920972,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_96_std,0.08456636844954583,0.014042591030602555,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_4_slope,0.07366955283652359,0.01599562400593081,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,peak_count_7d,0.005295844252887427,0.002297337127233326,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,since_last_peak_intervals,0.10614469250096341,0.003682690955007675,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,target_hour,0.2278876649562287,0.012735843743466993,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,target_quarter,0.16802255541704683,0.0070130320578003615,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,target_weekday,0.001452087555548894,0.0016309167599740178,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,target_month,0.0,0.0,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,production_completed_1h,0.008068502673581612,0.0022415024352795253,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,production_completed_2h,0.003994005454214022,0.000838163154468775,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,production_completed_3h,0.002227158859787526,0.0009311483506575934,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,production_previous_day_total,0.004085990377792855,0.0007577904990965542,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,production_same_slot_7d_mean,0.010311980181090844,0.00703703444057453,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,cbl_mid_6_10,0.1891650413141539,0.024398501473226454,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,cbl_mid_6_10_adjusted,8.352690252550062,0.12924740736730506,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,current,54.081172936058444,0.5159388103451067,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_1,-0.013886687938800138,0.037257462856877636,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_2,0.06181764386741939,0.023484036219224107,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_3,0.17406119648861976,0.008322448597514739,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_4,0.4705033914096279,0.0063878763296416514,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_5,0.3706646579835728,0.001500914963071149,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_6,0.07881233851980134,0.021104603763885108,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_7,0.4234683355073419,0.105506373548704,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_96,0.022473259320518284,0.018595978581857377,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_672,0.7753774292380292,0.05683365274670154,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,target_slot_1d_ago,0.37086989936947656,0.03186564283751587,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,target_slot_7d_ago,2.4748503191259497,0.01778254273126031,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_1_mean,0.0,0.0,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_1_max,0.0,0.0,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_1_std,0.0,0.0,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_4_mean,0.13851236091611221,0.007935952112968287,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_4_max,0.07378178304541254,0.01577659103926266,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_4_std,0.14052066552286124,0.012036800943919485,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_16_mean,0.17258254320513,0.02047451909500362,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_16_max,0.2698537534385368,0.013060572056219943,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_16_std,-0.020322074000916974,0.011457685972653819,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_96_mean,-0.04080641327554405,0.017086827253806346,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_96_max,0.2637689027358337,0.011401755052137101,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_96_std,-0.07182425372201144,0.007923020737362924,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_4_slope,0.2967228263959913,0.005666138302343166,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,peak_count_7d,-0.0022087531695245133,0.005108608812513728,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,since_last_peak_intervals,1.4549414114090764,0.04395783360483272,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,target_hour,0.12756399350120637,0.02290927851272097,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,target_quarter,0.06760758063866519,0.012981284370258006,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,target_weekday,-0.014040916646844556,0.013223282908260858,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,target_month,0.0,0.0,1500
1,2,lgbm_no_holiday,p1_latest,development_comparator_not_selected,production_completed_1h,0.050648914913083466,0.002288887652461161,1500
