analysis,horizon,fold,day_type,slot,restart,n,peak_n,cbl_mae,lgbm_mae,error_diff_lgbm_minus_cbl
A4,96,0,offday,75,False,9,0,17.13888888888889,59.41209125994399,42.27320237105509
A4,96,0,offday,76,False,9,0,16.666666666666668,57.52796315188147,40.86129648521481
A4,96,0,offday,77,False,9,0,15.916666666666666,55.06362667129214,39.14696000462547
A4,96,0,offday,78,False,9,0,15.027777777777779,53.190865882080374,38.163088104302595
A4,96,0,offday,79,False,9,0,14.86111111111111,54.79651562733582,39.93540451622471
A4,96,0,offday,80,False,9,0,11.5,48.41298579711865,36.91298579711865
A4,96,0,offday,81,False,9,0,11.583333333333334,45.54426310435172,33.960929771018385
A4,96,0,offday,82,False,9,0,12.055555555555555,45.983782559476886,33.92822700392133
A4,96,0,offday,83,False,9,0,10.333333333333334,45.40267868881993,35.069345355486604
A4,96,0,offday,84,False,9,0,11.694444444444445,45.621431685480246,33.9269872410358
A4,96,0,offday,85,False,9,0,12.555555555555555,42.10603541036024,29.550479854804685
A4,96,0,offday,86,False,9,0,13.63888888888889,41.535838598850255,27.896949709961365
A4,96,0,offday,87,False,9,0,12.722222222222221,40.59166394825469,27.869441726032473
A4,96,0,offday,88,False,9,0,12.444444444444445,40.73786644613832,28.29342200169387
A4,96,0,offday,89,False,9,0,9.055555555555555,32.965205446263774,23.90964989070822
A4,96,0,offday,90,False,9,0,11.833333333333334,39.876563010300124,28.04322967696679
A4,96,0,offday,91,False,9,0,11.805555555555555,41.52703088655512,29.72147533099956
A4,96,0,offday,92,False,9,0,12.277777777777779,42.34652322176006,30.06874544398228
A4,96,0,offday,93,False,9,0,10.722222222222221,37.05877583616586,26.336553613943636
A4,96,0,offday,94,False,9,0,10.36111111111111,35.80316815673692,25.442057045625816
A4,96,0,offday,95,False,9,0,10.805555555555555,34.77078173887287,23.965226183317313
A4,96,0,workday,0,False,18,0,6.564814814814814,17.86811140693177,11.303296592116958
A4,96,0,workday,1,False,18,0,15.240740740740742,25.935950062244956,10.695209321504215
A4,96,0,workday,2,False,18,0,13.472222222222221,23.07984382806412,9.607621605841901
A4,96,0,workday,3,False,18,0,13.796296296296296,21.330094844603998,7.533798548307699
A4,96,0,workday,4,False,18,0,12.98148148148148,20.537751266019427,7.556269784537946
A4,96,0,workday,5,False,18,0,21.77777777777778,26.537988691609446,4.760210913831669
A4,96,0,workday,6,False,18,0,28.16666666666667,30.084184135597223,1.9175174689305525
A4,96,0,workday,7,False,18,0,28.694444444444443,31.477485615589192,2.7830411711447436
A4,96,0,workday,8,False,18,0,29.009259259259252,32.02948856739576,3.0202293081365004
A4,96,0,workday,9,False,18,0,29.564814814814813,31.846915298369336,2.2821004835545224
A4,96,0,workday,10,False,18,0,30.675925925925924,32.0505858894394,1.3746599635134704
A4,96,0,workday,11,False,18,0,29.509259259259263,30.602364491912233,1.0931052326529733
A4,96,0,workday,12,False,18,0,26.361111111111114,29.119373558105046,2.758262446993937
A4,96,0,workday,13,False,18,0,22.499999999999996,22.48782600172477,-0.012173998275227483
A4,96,0,workday,14,False,18,0,28.12962962962963,30.970762554044956,2.8411329244153234
A4,96,0,workday,15,False,18,0,28.953703703703702,30.394229812393704,1.4405261086900023
A4,96,0,workday,16,False,18,0,29.55555555555556,30.723532365537253,1.1679768099816963
A4,96,0,workday,17,False,18,0,27.601851851851855,29.63490031010327,2.033048458251416
A4,96,0,workday,18,False,18,0,30.703703703703702,30.97306855623143,0.26936485252771747
A4,96,0,workday,19,False,18,0,31.064814814814813,33.805540818631066,2.740726003816253
A4,96,0,workday,20,False,18,0,33.342592592592595,33.18296539894361,-0.15962719364899097
A4,96,0,workday,21,False,18,0,22.62037037037037,21.11410017070214,-1.5062701996682337
A4,96,0,workday,22,False,18,0,18.555555555555557,22.356281110232032,3.8007255546764753
A4,96,0,workday,23,False,18,0,26.92592592592592,28.7428253403067,1.8168994143807753
A4,96,0,workday,24,False,18,0,30.018518518518515,33.2626661852943,3.2441476667757834
A4,96,0,workday,25,False,18,0,28.814814814814813,32.75634514326592,3.941530328451109
A4,96,0,workday,26,False,18,0,29.592592592592595,32.16795716802686,2.575364575434266
A4,96,0,workday,27,False,18,0,30.04629629629629,29.980329518844435,-0.06596677745185531
A4,96,0,workday,28,False,18,0,30.16666666666666,29.486424161255133,-0.6802425054115299
A4,96,0,workday,29,False,18,0,26.833333333333332,30.316906046343654,3.4835727130103202
A4,96,0,workday,30,False,18,0,26.212962962962965,29.963447798765092,3.7504848358021263
A4,96,0,workday,31,False,17,0,22.68627450980392,36.749777478721285,14.06350296891737
A4,96,0,workday,31,True,1,0,60.0,66.48927438470082,6.4892743847008205
A4,96,0,workday,32,False,18,0,14.685185185185187,31.274743767070845,16.589558581885658
A4,96,0,workday,33,False,18,0,6.935185185185184,28.16748319785686,21.232298012671677
A4,96,0,workday,34,False,18,5,5.777777777777776,30.684265501802322,24.906487724024544
A4,96,0,workday,35,False,18,6,11.601851851851855,32.214905729863936,20.613053878012085
A4,96,0,workday,36,False,18,4,13.564814814814817,23.851071741380363,10.28625692656555
A4,96,0,workday,37,False,18,2,6.074074074074072,22.87629658659601,16.802222512521936
A4,96,0,workday,38,False,18,2,13.38888888888889,25.037639977328467,11.648751088439578
A4,96,0,workday,39,False,18,2,8.888888888888891,23.885425606997487,14.9965367181086
A4,96,0,workday,40,False,18,2,11.175925925925927,24.511413265999224,13.335487340073293
A4,96,0,workday,41,False,18,0,6.722222222222222,17.71088712096899,10.988664898746768
A4,96,0,workday,42,False,18,0,8.814814814814815,27.59157063350257,18.776755818687754
A4,96,0,workday,43,False,18,0,4.944444444444445,25.706819004269434,20.76237455982499
A4,96,0,workday,44,False,18,1,5.2037037037037015,25.90752241384051,20.70381871013681
A4,96,0,workday,45,False,19,1,3.9473684210526314,26.907650583520716,22.960282162468083
A4,96,0,workday,46,False,19,1,5.833333333333331,29.553576666017857,23.72024333268453
A4,96,0,workday,47,False,19,1,7.20175438596491,26.25902078681355,19.05726640084864
A4,96,0,workday,48,False,19,1,9.789473684210526,25.246449046833455,15.45697536262293
A4,96,0,workday,49,False,19,0,3.9824561403508723,11.889242481696058,7.906786341345185
A4,96,0,workday,50,False,19,0,6.815789473684211,9.56483928906597,2.7490498153817615
A4,96,0,workday,51,False,19,0,7.254385964912283,9.211059883483804,1.9566739185715238
A4,96,0,workday,52,False,19,0,10.350877192982457,16.95245485131714,6.601577658334682
A4,96,0,workday,53,False,19,3,15.771929824561408,28.55602384570324,12.78409402114184
A4,96,0,workday,54,False,19,3,11.780701754385966,27.078086460961956,15.297384706575992
A4,96,0,workday,55,False,19,2,8.938596491228072,27.560559301898365,18.621962810670297
A4,96,0,workday,56,False,19,2,6.7105263157894735,29.2293771195979,22.518850803808427
A4,96,0,workday,57,False,19,0,7.149122807017543,29.89728292657963,22.748160119562087
A4,96,0,workday,58,False,19,0,8.385964912280704,30.94378076338672,22.557815851106014
A4,96,0,workday,59,False,19,0,4.245614035087722,29.341880188934223,25.096266153846503
A4,96,0,workday,60,False,19,1,7.9298245614035086,30.300867239099347,22.371042677695836
A4,96,0,workday,61,False,19,0,5.236842105263161,16.120418877961484,10.883576772698325
A4,96,0,workday,62,False,19,0,11.587719298245613,29.807333947216062,18.21961464897045
A4,96,0,workday,63,False,19,2,10.921052631578949,32.89769898650261,21.976646354923666
A4,96,0,workday,64,False,19,0,10.780701754385964,33.90827807443633,23.12757632005037
A4,96,0,workday,65,False,19,0,9.342105263157896,32.652850278246014,23.310745015088113
A4,96,0,workday,66,False,19,0,9.070175438596493,33.96161939432361,24.89144395572712
A4,96,0,workday,67,False,19,0,6.964912280701758,28.906835646603792,21.94192336590204
A4,96,0,workday,68,False,19,0,6.824561403508773,27.58483808647379,20.76027668296502
A4,96,0,workday,69,False,19,0,3.5964912280701684,12.642089258609841,9.045598030539674
A4,96,0,workday,70,False,19,0,6.842105263157893,10.439673126391744,3.597567863233851
A4,96,0,workday,71,False,19,0,13.307017543859653,28.397492257062385,15.090474713202731
A4,96,0,workday,72,False,19,0,11.798245614035089,28.424699291121108,16.626453677086015
A4,96,0,workday,73,False,19,0,12.412280701754387,29.443733664338072,17.031452962583682
A4,96,0,workday,74,False,19,0,12.096491228070178,34.43729765070572,22.34080642263555
A4,96,0,workday,75,False,19,0,13.596491228070178,34.34917129305099,20.75268006498081
A4,96,0,workday,76,False,19,0,17.57894736842105,38.457378127581194,20.878430759160143
A4,96,0,workday,77,False,19,0,19.96491228070175,37.53466587463108,17.56975359392933
A4,96,0,workday,78,False,19,0,19.596491228070178,37.592892400073104,17.99640117200293
A4,96,0,workday,79,False,19,0,18.18421052631579,33.5887129962711,15.404502469955302
A4,96,0,workday,80,False,19,0,9.456140350877192,15.408856883569618,5.952716532692423
A4,96,0,workday,81,False,19,0,6.631578947368418,14.421334988337911,7.789756040969492
A4,96,0,workday,82,False,19,0,8.973684210526315,15.010256161848528,6.0365719513222125
A4,96,0,workday,83,False,19,0,9.30701754385965,19.220972104634683,9.913954560775034
A4,96,0,workday,84,False,19,0,11.850877192982454,20.96193254980353,9.111055356821076
A4,96,0,workday,85,False,19,0,8.447368421052628,16.028730676794183,7.581362255741555
A4,96,0,workday,86,False,19,0,7.263157894736839,15.884996682651831,8.621838787914994
A4,96,0,workday,87,False,18,0,6.305555555555553,15.524656584468978,9.219101028913425
A4,96,0,workday,88,False,18,0,5.00925925925926,12.90892002236819,7.89966076310893
A4,96,0,workday,89,False,18,0,5.601851851851851,12.55157365164358,6.949721799791728
A4,96,0,workday,90,False,18,0,8.546296296296301,15.839738235447166,7.293441939150865
A4,96,0,workday,91,False,18,0,4.50925925925926,13.526434516105617,9.017175256846356
A4,96,0,workday,92,False,18,0,5.444444444444441,13.726064255436414,8.281619810991973
A4,96,0,workday,93,False,18,0,8.888888888888893,15.46265315764074,6.57376426875185
A4,96,0,workday,94,False,18,0,6.314814814814819,14.53823467884577,8.22341986403095
A4,96,0,workday,95,False,18,0,5.148148148148149,10.958197097422802,5.810048949274653
A4,96,1,offday,0,False,7,0,3.357142857142859,17.807845338976417,14.45070248183356
A4,96,1,offday,1,False,7,0,23.357142857142858,14.638831708111159,-8.718311149031697
A4,96,1,offday,2,False,7,0,22.321428571428573,13.353117422396874,-8.968311149031697
A4,96,1,offday,3,False,7,0,22.071428571428573,13.561348487826242,-8.510080083602327
A4,96,1,offday,4,False,7,0,22.142857142857142,13.537505935016421,-8.605351207840721
A4,96,1,offday,5,False,7,0,37.32142857142857,15.10631751549779,-22.215111055930784
A4,96,1,offday,6,False,7,0,42.535714285714285,17.036707212946123,-25.499007072768165
A4,96,1,offday,7,False,7,0,46.67857142857143,19.19906926395165,-27.479502164619777
A4,96,1,offday,8,False,7,0,45.535714285714285,17.392405475979466,-28.143308809734815
A4,96,1,offday,9,False,7,0,44.107142857142854,15.64390994801724,-28.463232909125615
A4,96,1,offday,10,False,7,0,40.92857142857143,15.41146240438071,-25.51710902419072
A4,96,1,offday,11,False,7,0,41.392857142857146,16.459515933586818,-24.93334120927032
A4,96,1,offday,12,False,7,0,45.964285714285715,19.309902442370515,-26.654383271915204
A4,96,1,offday,13,False,7,0,37.142857142857146,17.811000725681314,-19.33185641717583
A4,96,1,offday,14,False,7,0,44.607142857142854,16.359184774465632,-28.247958082677226
A4,96,1,offday,15,False,7,0,43.535714285714285,15.759049343667877,-27.776664942046413
A4,96,1,offday,16,False,7,0,41.82142857142857,14.586480072521168,-27.234948498907407
A4,96,1,offday,17,False,7,0,44.07142857142857,15.739890848025029,-28.33153772340354
A4,96,1,offday,18,False,7,0,45.607142857142854,17.906366635393617,-27.700776221749237
A4,96,1,offday,19,False,7,0,45.25,18.216999838383867,-27.033000161616137
A4,96,1,offday,20,False,7,0,44.892857142857146,18.051252169752235,-26.84160497310491
A4,96,1,offday,21,False,8,0,31.59375,15.246345692637838,-16.34740430736216
A4,96,1,offday,22,False,8,0,27.1875,16.27259786860561,-10.914902131394388
A4,96,1,offday,23,False,8,0,36.90625,15.659065052273695,-21.247184947726304
A4,96,1,offday,24,False,8,0,41.78125,14.801056274343571,-26.980193725656427
A4,96,1,offday,25,False,8,0,42.9375,14.273633879758458,-28.66386612024154
A4,96,1,offday,26,False,8,0,43.4375,17.04694155997582,-26.39055844002418
A4,96,1,offday,27,False,8,0,43.25,15.579540364037046,-27.670459635962956
A4,96,1,offday,28,False,8,0,39.25,16.02302437506005,-23.22697562493995
A4,96,1,offday,29,False,8,0,34.0625,17.254062380413586,-16.808437619586414
A4,96,1,offday,30,False,8,0,30.15625,17.239562878375587,-12.916687121624411
A4,96,1,offday,31,False,8,0,16.6875,11.177102474182341,-5.51039752581766
A4,96,1,offday,32,False,8,0,4.53125,8.652484550532428,4.121234550532427
A4,96,1,offday,33,False,8,0,1.59375,11.098363117243018,9.504613117243018
A4,96,1,offday,34,False,8,0,1.34375,11.348363117243018,10.004613117243018
A4,96,1,offday,35,False,8,0,1.375,11.953105728765038,10.578105728765038
A4,96,1,offday,36,False,8,0,0.8125,12.203105728765038,11.390605728765038
A4,96,1,offday,37,False,8,0,1.1875,11.828105728765038,10.640605728765038
A4,96,1,offday,38,False,8,0,1.0,11.828105728765038,10.828105728765038
A4,96,1,offday,39,False,8,0,1.3125,12.177020865641747,10.864520865641747
A4,96,1,offday,40,False,8,0,1.78125,12.764519017056932,10.983269017056932
A4,96,1,offday,41,False,8,0,1.625,13.358328135633931,11.733328135633931
A4,96,1,offday,42,False,8,0,1.375,12.977199292278895,11.602199292278895
A4,96,1,offday,43,False,8,0,1.5,12.477199292278895,10.977199292278895
A4,96,1,offday,44,False,8,0,2.0625,11.602199292278895,9.539699292278895
A4,96,1,offday,45,False,8,0,1.59375,11.977199292278895,10.383449292278895
A4,96,1,offday,46,False,8,0,1.625,11.817337661294822,10.192337661294822
A4,96,1,offday,47,False,8,0,2.625,10.67281471601338,8.04781471601338
A4,96,1,offday,48,False,8,0,2.15625,11.42281471601338,9.26656471601338
A4,96,1,offday,49,False,8,0,1.25,13.141623834590382,11.891623834590382
A4,96,1,offday,50,False,8,0,1.25,12.891623834590382,11.641623834590382
A4,96,1,offday,51,False,8,0,1.0625,13.141623834590382,12.079123834590382
A4,96,1,offday,52,False,8,0,1.53125,12.641623834590382,11.110373834590382
A4,96,1,offday,53,False,8,0,1.75,12.04781471601338,10.29781471601338
A4,96,1,offday,54,False,8,0,1.15625,13.17281471601338,12.01656471601338
A4,96,1,offday,55,False,8,0,1.28125,12.54781471601338,11.26656471601338
A4,96,1,offday,56,False,8,0,1.375,12.67281471601338,11.29781471601338
A4,96,1,offday,57,False,8,0,0.78125,12.54781471601338,11.76656471601338
A4,96,1,offday,58,False,8,0,1.34375,12.04781471601338,10.70406471601338
A4,96,1,offday,59,False,8,0,2.25,11.67281471601338,9.42281471601338
A4,96,1,offday,60,False,8,0,1.46875,11.92281471601338,10.45406471601338
A4,96,1,offday,61,False,8,0,2.15625,12.141623834590382,9.985373834590382
A4,96,1,offday,62,False,8,0,1.5625,12.29781471601338,10.73531471601338
A4,96,1,offday,63,False,7,0,1.3928571428571428,12.082934157607996,10.690077014750853
A4,96,1,offday,64,False,7,0,0.8214285714285714,12.654362729036567,11.832934157607996
A4,96,1,offday,65,False,7,0,2.357142857142857,11.007049745976142,8.649906888833282
A4,96,1,offday,66,False,7,0,2.5714285714285716,11.35973676291571,8.78830819148714
A4,96,1,offday,67,False,7,0,1.3571428571428572,12.149906888833284,10.792764031690426
A4,96,1,offday,68,False,7,0,1.1785714285714286,12.149906888833284,10.971335460261855
A4,96,1,offday,69,False,7,0,0.8928571428571429,12.266028990470712,11.373171847613568
A4,96,1,offday,70,False,7,0,1.0,12.408886133327854,11.408886133327854
A4,96,1,offday,71,False,7,0,0.8214285714285714,12.846369242305855,12.024940670877283
A4,96,1,offday,72,False,7,0,1.2857142857142858,12.007049745976142,10.721335460261855
A4,96,1,offday,73,False,7,0,1.4285714285714286,12.007049745976142,10.578478317404713
A4,96,1,offday,74,False,7,0,2.0,11.569566636998141,9.569566636998141
A4,96,1,offday,75,False,7,0,2.5714285714285716,11.417797813734426,8.846369242305853
A4,96,1,offday,76,False,7,0,1.3571428571428572,12.274940670877283,10.917797813734426
A4,96,1,offday,77,False,7,0,0.9285714285714286,12.846369242305855,11.917797813734426
A4,96,1,offday,78,False,7,0,0.7857142857142857,13.123171847613568,12.337457561899283
A4,96,1,offday,79,False,7,0,2.0357142857142856,11.980314704756426,9.94460041904214
A4,96,1,offday,80,False,7,0,1.8571428571428572,12.266028990470712,10.408886133327854
A4,96,1,offday,81,False,7,0,0.6428571428571429,12.980314704756426,12.337457561899283
A4,96,1,offday,82,False,7,0,1.0,12.551743276184997,11.551743276184997
A4,96,1,offday,83,False,7,0,1.1071428571428572,12.837457561899283,11.730314704756426
A4,96,1,offday,84,False,7,0,0.8214285714285714,13.123171847613568,12.301743276184997
A4,96,1,offday,85,False,7,0,1.5714285714285714,12.123171847613568,10.551743276184997
A4,96,1,offday,86,False,7,0,1.3214285714285714,12.266028990470712,10.94460041904214
A4,96,1,offday,87,False,7,0,1.4285714285714286,12.007898800698403,10.579327372126974
A4,96,1,offday,88,False,7,0,2.857142857142857,10.86504165784126,8.007898800698403
A4,96,1,offday,89,False,7,0,1.7857142857142858,11.86504165784126,10.079327372126974
A4,96,1,offday,90,False,7,0,1.0357142857142858,12.746027067793941,11.710312782079654
A4,96,1,offday,91,False,7,0,0.6785714285714286,13.174598496365368,12.496027067793941
A4,96,1,offday,92,False,7,0,1.2142857142857142,12.888884210651083,11.674598496365368
A4,96,1,offday,93,False,7,0,2.25,11.746027067793941,9.496027067793941
A4,96,1,offday,94,False,7,0,2.1785714285714284,12.031741353508226,9.853169924936797
A4,96,1,offday,95,False,7,0,0.9642857142857143,12.603169924936797,11.638884210651083
A4,96,1,workday,0,False,20,0,5.133333333333332,18.276748000621872,13.143414667288543
A4,96,1,workday,1,False,20,0,14.708333333333334,17.825812605328707,3.117479271995372
A4,96,1,workday,2,False,20,0,13.933333333333337,17.505705013436653,3.572371680103317
A4,96,1,workday,3,False,20,0,13.541666666666671,17.832459031865397,4.290792365198729
A4,96,1,workday,4,False,20,0,13.1,17.53666403806362,4.436664038063623
A4,96,1,workday,5,False,20,0,19.775,17.913093860417682,-1.8619061395823209
A4,96,1,workday,6,False,20,0,23.65833333333334,22.74156103348054,-0.9167722998528014
A4,96,1,workday,7,False,20,0,25.391666666666666,23.18870971065403,-2.2029569560126343
A4,96,1,workday,8,False,20,0,25.200000000000006,22.774834587345456,-2.425165412654548
A4,96,1,workday,9,False,20,0,25.016666666666666,22.83483214886929,-2.1818345177973795
A4,96,1,workday,10,False,20,0,26.141666666666662,24.398992500133662,-1.7426741665330057
A4,96,1,workday,11,False,20,0,25.608333333333338,23.514900907939214,-2.0934324253941234
A4,96,1,workday,12,False,20,0,24.575,22.961452881653145,-1.6135471183468533
A4,96,1,workday,13,False,20,0,22.158333333333335,20.884599973786965,-1.2737333595463673
A4,96,1,workday,14,False,20,0,25.125000000000004,21.89079529441724,-3.2342047055827594
A4,96,1,workday,15,False,20,0,26.06666666666667,24.03285759397415,-2.0338090726925167
A4,96,1,workday,16,False,20,0,26.53333333333334,23.58646718006358,-2.946866153269758
A4,96,1,workday,17,False,20,0,25.758333333333336,23.773548006796865,-1.9847853265364699
A4,96,1,workday,18,False,20,0,23.94166666666667,22.620286718342566,-1.3213799483241027
A4,96,1,workday,19,False,20,0,24.575,21.8034132380453,-2.771586761954701
A4,96,1,workday,20,False,20,0,23.3,21.76800635723456,-1.5319936427654368
A4,96,1,workday,21,False,20,0,19.249999999999996,19.207811697738226,-0.04218830226177665
A4,96,1,workday,22,False,20,0,17.275,18.536853217397493,1.2618532173974948
A4,96,1,workday,23,False,20,0,20.741666666666667,19.667417198761484,-1.0742494679051837
A4,96,1,workday,24,False,20,0,25.708333333333336,23.47133407150592,-2.2369992618274153
A4,96,1,workday,25,False,20,0,27.041666666666664,23.771518165261163,-3.2701485014054983
A4,96,1,workday,26,False,20,0,25.233333333333334,23.22387300756051,-2.0094603257728183
A4,96,1,workday,27,False,20,0,25.283333333333335,24.36690233740745,-0.9164309959258841
A4,96,1,workday,28,False,20,0,26.608333333333338,23.588298230897784,-3.0200351024355507
A4,96,1,workday,29,False,20,0,27.05,23.954694234264895,-3.0953057657351004
A4,96,1,workday,30,False,20,0,27.225,25.39654064499144,-1.8284593550085588
A4,96,1,workday,31,False,19,0,25.561403508771935,24.440717455867038,-1.1206860529048928
A4,96,1,workday,31,True,1,0,63.66666666666666,10.718800555754868,-52.94786611091179
A4,96,1,workday,32,False,19,0,19.008771929824558,20.20886262151847,1.2000906916939091
A4,96,1,workday,32,True,1,0,38.66666666666666,9.312572920759635,-29.354093745907022
A4,96,1,workday,33,False,19,1,10.710526315789478,18.580568513262936,7.870042197473457
A4,96,1,workday,33,True,1,0,4.5,0.08356278443514498,-4.416437215564855
A4,96,1,workday,34,False,20,7,12.549999999999999,23.275881590890766,10.725881590890767
A4,96,1,workday,35,False,20,8,13.033333333333335,26.492162497064747,13.458829163731412
A4,96,1,workday,36,False,20,8,11.100000000000001,25.14002984716773,14.040029847167734
A4,96,1,workday,37,False,20,5,9.075,19.670515552921554,10.595515552921555
A4,96,1,workday,38,False,20,6,10.491666666666665,18.785809373082248,8.294142706415581
A4,96,1,workday,39,False,20,5,8.15,18.3420882734452,10.192088273445203
A4,96,1,workday,40,False,20,8,12.400000000000004,20.46007600656601,8.060076006566007
A4,96,1,workday,41,False,20,0,10.541666666666659,17.75782083546985,7.2161541688031905
A4,96,1,workday,42,False,20,6,11.058333333333334,20.7920623946413,9.733729061307965
A4,96,1,workday,43,False,20,9,11.508333333333333,24.78226413057112,13.27393079723779
A4,96,1,workday,44,False,20,6,9.633333333333331,20.999511169845874,11.366177836512545
A4,96,1,workday,45,False,20,5,9.275000000000002,20.798260497858717,11.523260497858718
A4,96,1,workday,46,False,20,5,10.808333333333332,18.544395415378187,7.736062082044855
A4,96,1,workday,47,False,20,5,8.224999999999998,19.621243552156102,11.396243552156106
A4,96,1,workday,48,False,20,3,9.733333333333334,17.533228454202106,7.799895120868771
A4,96,1,workday,49,False,20,0,11.09166666666666,14.078722329512075,2.9870556628454166
A4,96,1,workday,50,False,20,0,10.774999999999995,13.011270281815381,2.2362702818153886
A4,96,1,workday,51,False,20,0,7.85833333333334,12.662164954661524,4.803831621328184
A4,96,1,workday,52,False,20,0,5.4249999999999945,12.045678578122907,6.62067857812291
A4,96,1,workday,53,False,20,2,8.05,15.57240828327611,7.522408283276107
A4,96,1,workday,54,False,20,6,14.133333333333331,20.089777032590487,5.956443699257152
A4,96,1,workday,55,False,20,6,11.516666666666667,20.21749773423167,8.700831067565005
A4,96,1,workday,56,False,20,7,11.708333333333334,21.68628255454404,9.977949221210702
A4,96,1,workday,57,False,20,4,10.399999999999999,17.488951720221884,7.088951720221887
A4,96,1,workday,58,False,20,3,9.4,15.352494084869118,5.952494084869118
A4,96,1,workday,59,False,20,3,10.449999999999996,15.836237415840202,5.386237415840208
A4,96,1,workday,60,False,20,4,10.124999999999996,17.508045360999528,7.383045360999532
A4,96,1,workday,61,False,20,0,9.675000000000002,16.766095625426363,7.09109562542636
A4,96,1,workday,62,False,20,3,10.691666666666665,18.887257703282437,8.195591036615774
A4,96,1,workday,63,False,20,5,10.100000000000003,21.839899051497095,11.73989905149709
A4,96,1,workday,64,False,20,4,11.575,19.415434429943662,7.84043442994366
A4,96,1,workday,65,False,20,1,8.558333333333334,16.068868859935925,7.51053552660259
A4,96,1,workday,66,False,20,0,9.533333333333331,20.561702597470568,11.028369264137236
A4,96,1,workday,67,False,20,1,10.008333333333336,18.14687010146567,8.138536768132335
A4,96,1,workday,68,False,20,0,8.516666666666666,15.276587756831436,6.7599210901647755
A4,96,1,workday,69,False,20,0,11.066666666666666,15.050737401508172,3.9840707348415116
A4,96,1,workday,70,False,20,0,12.25833333333333,13.125472181848433,0.8671388485151063
A4,96,1,workday,71,False,20,0,8.491666666666669,17.475400518231602,8.983733851564939
A4,96,1,workday,72,False,20,2,8.933333333333334,17.510451778212285,8.577118444878954
A4,96,1,workday,73,False,20,1,10.591666666666669,18.175965034179853,7.584298367513182
A4,96,1,workday,74,False,20,1,11.149999999999999,16.012949224504045,4.8629492245040415
A4,96,1,workday,75,False,20,0,12.116666666666665,14.720143578147795,2.60347691148113
A4,96,1,workday,76,False,20,0,12.291666666666666,14.684872566131707,2.3932058994650456
A4,96,1,workday,77,False,20,0,12.075,15.978574428397689,3.9035744283976883
A4,96,1,workday,78,False,20,0,12.408333333333331,11.977747186444622,-0.4305861468887088
A4,96,1,workday,79,False,20,0,17.84166666666666,22.113046693558204,4.271380026891537
A4,96,1,workday,80,False,20,0,14.691666666666668,16.123316546907013,1.4316498802403395
A4,96,1,workday,81,False,20,0,10.666666666666671,12.94708401811809,2.2804173514514177
A4,96,1,workday,82,False,20,0,9.35,14.92335438278675,5.573354382786747
A4,96,1,workday,83,False,20,0,9.816666666666668,12.839575888586415,3.0229092219197478
A4,96,1,workday,84,False,20,0,9.400000000000002,14.483824845332549,5.083824845332547
A4,96,1,workday,85,False,20,0,8.983333333333334,12.991296669549703,4.00796333621637
A4,96,1,workday,86,False,20,0,8.033333333333331,12.0719434214626,4.038610088129268
A4,96,1,workday,87,False,20,0,7.858333333333329,11.99635371892018,4.1380203855868505
A4,96,1,workday,88,False,20,0,7.266666666666671,11.418295553106114,4.1516288864394415
A4,96,1,workday,89,False,20,0,8.191666666666663,11.913802368809282,3.7221357021426194
A4,96,1,workday,90,False,20,0,6.7,10.395759254628606,3.695759254628606
A4,96,1,workday,91,False,20,0,8.008333333333331,12.247217676492069,4.2388843431587375
A4,96,1,workday,92,False,20,0,8.48333333333333,11.495640166614091,3.012306833280762
A4,96,1,workday,93,False,20,0,7.724999999999997,12.189639983474295,4.464639983474298
A4,96,1,workday,94,False,20,0,6.9583333333333375,12.388089403581244,5.4297560702479055
A4,96,1,workday,95,False,20,0,5.9500000000000055,9.84301053455776,3.8930105345577517
A4,96,2,offday,0,False,6,0,8.972222222222223,39.57682857950656,30.604606357284336
A4,96,2,offday,1,False,5,0,19.55,38.2518453127655,18.701845312765492
A4,96,2,offday,2,False,5,0,16.95,38.02750722827639,21.077507228276392
A4,96,2,offday,3,False,5,0,17.55,37.52481306759375,19.97481306759375
A4,96,2,offday,4,False,5,0,17.25,37.223949773712214,19.973949773712214
A4,96,2,offday,5,False,5,0,27.25,37.913503887993954,10.663503887993953
A4,96,2,offday,6,False,5,0,30.5,39.36768920512175,8.867689205121742
A4,96,2,offday,7,False,5,0,31.2,41.00062482783734,9.800624827837334
A4,96,2,offday,8,False,5,0,30.9,39.864609549690826,8.964609549690824
A4,96,2,offday,9,False,5,0,32.7,40.38399717410646,7.683997174106463
A4,96,2,offday,10,False,5,0,31.4,42.43959841890113,11.039598418901123
A4,96,2,offday,11,False,5,0,29.8,42.32528319734186,12.525283197341858
A4,96,2,offday,12,False,8,0,29.8125,38.31551937147928,8.503019371479287
A4,96,2,offday,13,False,8,0,24.625,35.766609058730026,11.141609058730026
A4,96,2,offday,14,False,8,0,32.125,40.636807057299066,8.511807057299063
A4,96,2,offday,15,False,8,0,34.8125,43.759816998210965,8.947316998210967
A4,96,2,offday,16,False,8,0,35.6875,43.20573639334062,7.518236393340621
A4,96,2,offday,17,False,8,0,34.625,42.675122228964305,8.050122228964302
A4,96,2,offday,18,False,8,0,32.75,39.872278858628434,7.122278858628429
A4,96,2,offday,19,False,8,0,33.8125,41.63452703506338,7.822027035063381
A4,96,2,offday,20,False,8,0,31.4375,37.25003353404696,5.812533534046958
A4,96,2,offday,21,False,8,0,23.875,34.52825158111848,10.653251581118479
